"name" "id" "nametype" "recclass" "mass..g." "fall" "year" "reclat" "reclong" "GeoLocation"
"96" "Benguerir" 30443 "Valid" "LL6" 25000 "Fell" 2004 32.25 -8.15 "(32.250000, -8.150000)"
"97" "Beni M'hira" 5018 "Valid" "L6" 19000 "Fell" 2001 32.86667 10.8 "(32.866670, 10.800000)"
"98" "Benld" 5021 "Valid" "H6" 1770.5 "Fell" 1938 39.08333 -89.15 "(39.083330, -89.150000)"
"99" "Benoni" 5023 "Valid" "H6" 3880 "Fell" 1943 -26.16667 28.41667 "(-26.166670, 28.416670)"
"100" "Bensour" 5024 "Valid" "LL6" 45000 "Fell" 2002 30 -7 "(30.000000, -7.000000)"
"101" "Benton" 5026 "Valid" "LL6" 2840 "Fell" 1949 45.95 -67.55 "(45.950000, -67.550000)"
"102" "Berduc" 48975 "Valid" "L6" 270 "Fell" 2008 -31.91 -58.32833 "(-31.910000, -58.328330)"
"103" "Béréba" 5028 "Valid" "Eucrite-mmict" 18000 "Fell" 1924 11.65 -3.65 "(11.650000, -3.650000)"
"104" "Berlanguillas" 5029 "Valid" "L6" 1440 "Fell" 1811 41.68333 -3.8 "(41.683330, -3.800000)"
"105" "Berthoud" 47355 "Valid" "Eucrite-mmict" 960 "Fell" 2004 40.30583 -105.02325 "(40.305830, -105.023250)"
"106" "Bethlehem" 5032 "Valid" "H" 13.9 "Fell" 1859 42.53333 -73.83333 "(42.533330, -73.833330)"
"107" "Beuste" 5034 "Valid" "L5" 2000 "Fell" 1859 43.21667 -0.23333 "(43.216670, -0.233330)"
"108" "Beyrout" 5035 "Valid" "LL3.8" 1100 "Fell" 1921 33.88333 35.5 "(33.883330, 35.500000)"
"109" "Bhagur" 5037 "Valid" "L6" 18 "Fell" 1877 20.88333 74.83333 "(20.883330, 74.833330)"
"110" "Bhawad" 36591 "Valid" "LL6" 678 "Fell" 2002 26.50833 73.11528 "(26.508330, 73.115280)"
"111" "Bherai" 5039 "Valid" "L6" 100 "Fell" 1893 20.83333 71.46667 "(20.833330, 71.466670)"
"112" "Bhola" 5040 "Valid" "LL3-6" 1047 "Fell" 1940 22.68333 90.65 "(22.683330, 90.650000)"
"113" "Bholghati" 5041 "Valid" "Howardite" 2500 "Fell" 1905 22.08333 86.9 "(22.083330, 86.900000)"
"114" "Bialystok" 5042 "Valid" "Eucrite-pmict" 4000 "Fell" 1827 53.1 23.2 "(53.100000, 23.200000)"
"115" "Bielokrynitschie" 5043 "Valid" "H4" 1900 "Fell" 1887 50.13333 27.16667 "(50.133330, 27.166670)"
"116" "Bilanga" 5045 "Valid" "Diogenite" 25000 "Fell" 1999 12.45 -0.08333 "(12.450000, -0.083330)"
"117" "Binningup" 5051 "Valid" "H5" 488.1 "Fell" 1984 -33.15639 115.67639 "(-33.156390, 115.676390)"
"118" "Birni N'konni" 5056 "Valid" "H4" 560 "Fell" 1923 13.76667 5.3 "(13.766670, 5.300000)"
"119" "Bishopville" 5059 "Valid" "Aubrite" 6000 "Fell" 1843 34.16667 -80.28333 "(34.166670, -80.283330)"
"120" "Bishunpur" 5060 "Valid" "LL3.15" 1039 "Fell" 1895 25.38333 82.6 "(25.383330, 82.600000)"
"121" "Bjelaja Zerkov" 5063 "Valid" "H6" 1850 "Fell" 1796 49.78333 30.16667 "(49.783330, 30.166670)"
"122" "Bjurböle" 5064 "Valid" "L/LL4" 330000 "Fell" 1899 60.4 25.8 "(60.400000, 25.800000)"
"123" "Black Moshannan Park" 5065 "Valid" "L5" 705 "Fell" 1941 40.91667 -78.08333 "(40.916670, -78.083330)"
"124" "Blackwell" 5068 "Valid" "L5" 2381 "Fell" 1906 36.83333 -97.33333 "(36.833330, -97.333330)"
"125" "Blanket" 5071 "Valid" "L6" 5100 "Fell" 1909 31.83333 -98.83333 "(31.833330, -98.833330)"
"126" "Blansko" 5072 "Valid" "H6" 470 "Fell" 1833 49.36667 16.63333 "(49.366670, 16.633330)"
"127" "Bloomington" 5076 "Valid" "LL6" 67.8 "Fell" 1938 40.48 -89.00417 "(40.480000, -89.004170)"
"128" "Bo Xian" 5090 "Valid" "LL3.9" 7500 "Fell" 1977 33.83333 115.83333 "(33.833330, 115.833330)"
"129" "Bocas" 5093 "Valid" "L6" 56 "Fell" 1804 23 -102 "(23.000000, -102.000000)"
"130" "Bogou" 5097 "Valid" "Iron, IAB-MG" 8800 "Fell" 1962 12.5 0.7 "(12.500000, 0.700000)"
"131" "Boguslavka" 5098 "Valid" "Iron, IIAB" 256000 "Fell" 1916 44.55 131.63333 "(44.550000, 131.633330)"
"132" "Borgo San Donino" 5110 "Valid" "LL6" 1676 "Fell" 1808 44.86667 10.05 "(44.866670, 10.050000)"
"133" "Bori" 5111 "Valid" "L6" 8600 "Fell" 1894 21.95 78.03333 "(21.950000, 78.033330)"
"134" "Boriskino" 5112 "Valid" "CM2" 1342 "Fell" 1930 54.23333 52.48333 "(54.233330, 52.483330)"
"135" "Borkut" 5113 "Valid" "L5" 7000 "Fell" 1852 48.15 24.28333 "(48.150000, 24.283330)"
"136" "Borodino" 5114 "Valid" "H5" 500 "Fell" 1812 55.46667 35.86667 "(55.466670, 35.866670)"
"137" "Botschetschki" 5117 "Valid" "L4" 614 "Fell" 1823 51.33333 33.88333 "(51.333330, 33.883330)"
"138" "Boumdeid (2003)" 57168 "Valid" "L6" 190 "Fell" 2003 17.71067 -11.3715 "(17.710670, -11.371500)"
"139" "Boumdeid (2011)" 57167 "Valid" "L6" 3599 "Fell" 2011 17.17493 -11.34133 "(17.174930, -11.341330)"
"140" "Bovedy" 5121 "Valid" "L3" 5460 "Fell" 1969 54.56667 -6.33333 "(54.566670, -6.333330)"
"141" "Bradford Woods" 5128 "Valid" "L" 762 "Fell" 1886 40.5 -80.08333 "(40.500000, -80.083330)"
"142" "Braunau" 5133 "Valid" "Iron, IIAB" 39000 "Fell" 1847 50.6 16.3 "(50.600000, 16.300000)"
"143" "Breitscheid" 5134 "Valid" "H5" 1500 "Fell" 1956 50.66694 8.18361 "(50.666940, 8.183610)"
"144" "Bremervörde" 5135 "Valid" "H/L3.9" 7250 "Fell" 1855 53.4 9.1 "(53.400000, 9.100000)"
"145" "Brient" 5140 "Valid" "Eucrite-pmict" 219 "Fell" 1933 52.13333 59.31667 "(52.133330, 59.316670)"
"146" "Bruderheim" 5156 "Valid" "L6" 303000 "Fell" 1960 53.9 -112.88333 "(53.900000, -112.883330)"
"147" "Bukhara" 30448 "Valid" "CV3" 5300 "Fell" 2001 39.77978 64.60035 "(39.779780, 64.600350)"
"148" "Bulls Run" 5163 "Valid" "Iron?" 2250 "Fell" 1964 NA NA ""
"149" "Bunburra Rockhole" 48653 "Valid" "Eucrite" 324 "Fell" 2007 -31.35 129.19 "(-31.350000, 129.190000)"
"150" "Bununu" 5165 "Valid" "Howardite" 357 "Fell" 1942 10.01667 9.58333 "(10.016670, 9.583330)"
"151" "Bur-Gheluai" 5169 "Valid" "H5" 120000 "Fell" 1919 5 48 "(5.000000, 48.000000)"
"152" "Burnwell" 5175 "Valid" "H4-an" 1504 "Fell" 1990 37.62194 -82.23722 "(37.621940, -82.237220)"
"153" "Bursa" 5177 "Valid" "L6" 25000 "Fell" 1946 40.2 29.23333 "(40.200000, 29.233330)"
"154" "Buschhof" 5178 "Valid" "L6" 5000 "Fell" 1863 46.45 25.78333 "(46.450000, 25.783330)"
"155" "Bustee" 5181 "Valid" "Aubrite" 1500 "Fell" 1852 26.78333 82.83333 "(26.783330, 82.833330)"
"156" "Butsura" 5183 "Valid" "H6" 29000 "Fell" 1861 27.08333 84.08333 "(27.083330, 84.083330)"
"157" "Buzzard Coulee" 48654 "Valid" "H4" 41000 "Fell" 2008 52.996 -109.84817 "(52.996000, -109.848170)"
"158" "Cabezo de Mayo" 5185 "Valid" "L/LL6" 25000 "Fell" 1870 37.98333 -1.16667 "(37.983330, -1.166670)"
"159" "Cabin Creek" 5186 "Valid" "Iron, IIIAB" 48500 "Fell" 1886 35.5 -93.5 "(35.500000, -93.500000)"
"160" "Cacak" 5187 "Valid" "OC" 212 "Fell" 1919 43.83889 20.33333 "(43.838890, 20.333330)"
"161" "Cali" 45976 "Valid" "H/L4" 478 "Fell" 2007 3.405 -76.51 "(3.405000, -76.510000)"
"162" "Calivo" 5200 "Valid" "Stone-uncl" 2400 "Fell" 1916 11.75 122.33333 "(11.750000, 122.333330)"
"163" "Campos Sales" 5249 "Valid" "L5" 23680 "Fell" 1991 -7.03333 -40.16667 "(-7.033330, -40.166670)"
"164" "Çanakkale" 5250 "Valid" "L6" 4000 "Fell" 1964 39.8 26.6 "(39.800000, 26.600000)"
"165" "Cañellas" 5251 "Valid" "H4" 945 "Fell" 1861 41.25 1.66667 "(41.250000, 1.666670)"
"166" "Cangas de Onis" 5252 "Valid" "H5" 34000 "Fell" 1866 43.38333 -5.15 "(43.383330, -5.150000)"
"167" "Canon City" 5253 "Valid" "H6" 1400 "Fell" 1973 38.47028 -105.24139 "(38.470280, -105.241390)"
"168" "Cape Girardeau" 5260 "Valid" "H6" 2300 "Fell" 1846 37.26667 -89.58333 "(37.266670, -89.583330)"
"169" "Capilla del Monte" 5264 "Valid" "H6" 750 "Fell" 1934 -30.88333 -64.55 "(-30.883330, -64.550000)"
"170" "Carancas" 45817 "Valid" "H4-5" 342 "Fell" 2007 -16.66444 -69.04389 "(-16.664440, -69.043890)"
"171" "Caratash" 5265 "Valid" "LL6" 8 "Fell" 1902 38.5 27 "(38.500000, 27.000000)"
"172" "Castalia" 5291 "Valid" "H5" 7300 "Fell" 1874 36.08333 -78.06667 "(36.083330, -78.066670)"
"173" "Castel Berardenga" 5292 "Valid" "Stone-uncl" NA "Fell" 1791 43.35 11.5 "(43.350000, 11.500000)"
"174" "Castine" 5293 "Valid" "L6" 94 "Fell" 1848 44.38333 -68.75 "(44.383330, -68.750000)"
"175" "Castrovillari" 5295 "Valid" "Stone-uncl" 15000 "Fell" 1583 39.8 16.2 "(39.800000, 16.200000)"
"176" "Caswell County" 5296 "Valid" "OC" 1360 "Fell" 1810 36.5 -79.25 "(36.500000, -79.250000)"
"177" "Ceniceros" 5306 "Valid" "L3.7" 1025 "Fell" 1988 26.46667 -105.23333 "(26.466670, -105.233330)"
"178" "Centerville" 5307 "Valid" "H5" 45.6 "Fell" 1956 43.2 -96.91667 "(43.200000, -96.916670)"
"179" "Cereseto" 5308 "Valid" "H5" 6460 "Fell" 1840 45.08333 8.3 "(45.083330, 8.300000)"
"180" "Chadong" 5313 "Valid" "L6" 3700 "Fell" 1998 28.53333 109.31667 "(28.533330, 109.316670)"
"181" "Chail" 5314 "Valid" "H6" 0.5 "Fell" 1814 25.36667 81.66667 "(25.366670, 81.666670)"
"182" "Chainpur" 5315 "Valid" "LL3.4" 8200 "Fell" 1907 25.85 83.48333 "(25.850000, 83.483330)"
"183" "Chajari" 5316 "Valid" "L5" 18300 "Fell" 1933 -30.78333 -58.05 "(-30.783330, -58.050000)"
"184" "Chandakapur" 5320 "Valid" "L5" 8800 "Fell" 1838 20.26667 76.01667 "(20.266670, 76.016670)"
"185" "Chandpur" 5321 "Valid" "L6" 1100 "Fell" 1885 27.28333 79.05 "(27.283330, 79.050000)"
"186" "Changde" 5322 "Valid" "H5" 1810 "Fell" 1977 29.08333 111.75 "(29.083330, 111.750000)"
"187" "Chantonnay" 5325 "Valid" "L6" 31500 "Fell" 1812 46.68333 1.05 "(46.683330, 1.050000)"
"188" "Charlotte" 5328 "Valid" "Iron, IVA" 4300 "Fell" 1835 36.16667 -87.33333 "(36.166670, -87.333330)"
"189" "Charsonville" 5329 "Valid" "H6" 27000 "Fell" 1810 47.93333 1.56667 "(47.933330, 1.566670)"
"190" "Charwallas" 5330 "Valid" "H6" 12000 "Fell" 1834 29.48333 75.5 "(29.483330, 75.500000)"
"191" "Chassigny" 5331 "Valid" "Martian (chassignite)" 4000 "Fell" 1815 47.71667 5.36667 "(47.716670, 5.366670)"
"192" "Château-Renard" 5332 "Valid" "L6" 30000 "Fell" 1841 47.93333 2.91667 "(47.933330, 2.916670)"
"193" "Chaves" 5334 "Valid" "Howardite" 2945 "Fell" 1925 41.93333 -7.46667 "(41.933330, -7.466670)"
"194" "Chela" 5338 "Valid" "H4" 2936 "Fell" 1988 -3.66667 32.5 "(-3.666670, 32.500000)"
"195" "Chelyabinsk" 57165 "Valid" "LL5" 1e+05 "Fell" 2013 54.81667 61.11667 "(54.816670, 61.116670)"
"196" "Chergach " 47347 "Valid" "H5" 1e+05 "Fell" 2007 23.69639 -5.01472 "(23.696390, -5.014720)"
"197" "Chernyi Bor" 5339 "Valid" "H4" 6000 "Fell" 1964 53.7 30.1 "(53.700000, 30.100000)"
"198" "Cherokee Springs" 5340 "Valid" "LL6" 8400 "Fell" 1933 35.03333 -81.88333 "(35.033330, -81.883330)"
"199" "Chervettaz" 5341 "Valid" "L5" 705 "Fell" 1901 46.55 6.81667 "(46.550000, 6.816670)"
"200" "Chervony Kut" 5342 "Valid" "Eucrite-mmict" 1700 "Fell" 1939 50.83333 34 "(50.833330, 34.000000)"
"201" "Chetrinahatti" 5344 "Valid" "Stone-uncl" 72 "Fell" 1880 14.5 76.5 "(14.500000, 76.500000)"
"202" "Chiang Khan" 5345 "Valid" "H6" 367 "Fell" 1981 17.9 101.63333 "(17.900000, 101.633330)"
"203" "Chicora" 5349 "Valid" "LL6" 303 "Fell" 1938 40.93333 -79.73333 "(40.933330, -79.733330)"
"204" "Chisenga" 5355 "Valid" "Iron, IIIAB" 3920 "Fell" 1988 -10.05944 33.395 "(-10.059440, 33.395000)"
"205" "Chitado" 5356 "Valid" "L6" NA "Fell" 1966 -17.35 13.96667 "(-17.350000, 13.966670)"
"206" "Chitenay" 5357 "Valid" "L6" 4000 "Fell" 1978 47.47083 0.97667 "(47.470830, 0.976670)"
"207" "Cilimus" 5364 "Valid" "L5" 1600 "Fell" 1979 -6.95 108.1 "(-6.950000, 108.100000)"
"208" "Claxton" 5374 "Valid" "L6" 1455 "Fell" 1984 32.1025 -81.87278 "(32.102500, -81.872780)"
"209" "Clohars" 5383 "Valid" "L4" 48.6 "Fell" 1822 NA NA ""
"210" "Colby (Wisconsin)" 5395 "Valid" "L6" 104000 "Fell" 1917 44.9 -90.28333 "(44.900000, -90.283330)"
"211" "Cold Bokkeveld" 5397 "Valid" "CM2" 5200 "Fell" 1838 -33.13333 19.38333 "(-33.133330, 19.383330)"
"212" "Coleman" 5401 "Valid" "L6" 469 "Fell" 1994 43.76111 -84.50778 "(43.761110, -84.507780)"
"213" "Collescipoli" 5403 "Valid" "H5" 5000 "Fell" 1890 42.53333 12.61667 "(42.533330, 12.616670)"
"214" "Conquista" 5418 "Valid" "H4" 20350 "Fell" 1965 -19.85 -47.55 "(-19.850000, -47.550000)"
"215" "Cosina" 5451 "Valid" "H5" 1200 "Fell" 1844 21.16667 -100.86667 "(21.166670, -100.866670)"
"216" "Cranganore" 5465 "Valid" "L6" 1460 "Fell" 1917 10.2 76.26667 "(10.200000, 76.266670)"
"217" "Crescent" 5470 "Valid" "CM2" 78.4 "Fell" 1936 35.95 -97.58333 "(35.950000, -97.583330)"
"218" "Cronstad" 5474 "Valid" "H5" 3650 "Fell" 1877 -27.7 27.3 "(-27.700000, 27.300000)"
"219" "Cross Roads" 5476 "Valid" "H5" 167 "Fell" 1892 35.63333 -78.13333 "(35.633330, -78.133330)"
"220" "Crumlin" 5477 "Valid" "L5" 4255 "Fell" 1902 54.61667 -6.21667 "(54.616670, -6.216670)"
"221" "Cumberland Falls" 5496 "Valid" "Aubrite" 17000 "Fell" 1919 36.83333 -84.35 "(36.833330, -84.350000)"
"222" "Cynthiana" 5500 "Valid" "L/LL4" 6000 "Fell" 1877 38.4 -84.25 "(38.400000, -84.250000)"
"223" "Dahmani" 5504 "Valid" "LL6" 18000 "Fell" 1981 35.61667 8.83333 "(35.616670, 8.833330)"
"224" "Dandapur" 5511 "Valid" "L6" 5650 "Fell" 1878 26.91667 83.96667 "(26.916670, 83.966670)"
